score,at,content,tokens,tokens_nostop,stemmed,final_text,sentiment_label,sentiment_score
2,2025 09 12 12 32 35,lebih bagus ada uang cod baru berani mesan dari jauh karena kl datang bagus susah hati g jadi beli padahal bagus,"['lebih', 'bagus', 'ada', 'uang', 'cod', 'baru', 'berani', 'mesan', 'dari', 'jauh', 'karena', 'kl', 'datang', 'bagus', 'susah', 'hati', 'g', 'jadi', 'beli', 'padahal', 'bagus']",['berani'],['berani'],berani,positive,0.9983023405075073
1,2025 09 12 12 16 00,semakin jelek shopee padahal baru kemarin bisa cod sekarang malah ga bisa padahal kita bayar ga ngutang tolong di perbaiki lagi seperti semula,"['semakin', 'jelek', 'shopee', 'padahal', 'baru', 'kemarin', 'bisa', 'cod', 'sekarang', 'malah', 'ga', 'bisa', 'padahal', 'kita', 'bayar', 'ga', 'ngutang', 'tolong', 'di', 'perbaiki', 'lagi', 'seperti', 'semula']",[],[],,ERROR,0.0
5,2025 09 12 07 13 48,paling suka belanja di shopee karena ada fitur cod cek dulu aman pastinya nggak khawatir kalau barang tidak sesuai,"['paling', 'suka', 'belanja', 'di', 'shopee', 'karena', 'ada', 'fitur', 'cod', 'cek', 'dulu', 'aman', 'pastinya', 'nggak', 'khawatir', 'kalau', 'barang', 'tidak', 'sesuai']","['belanja', 'pastinya', 'khawatir']","['belanja', 'pasti', 'khawatir']",belanja pasti khawatir,negative,0.9881963133811951
5,2025 09 12 00 53 05,alhmdlh adanya aplikasi shopee sy ga prlu lg blnja kluar tinggl psen cod brg dtg krmh alhmdlh adanya shope sgl kbutuhan sll tratasi smg kdpnya shopee akan lbh baik lagi,"['alhmdlh', 'adanya', 'aplikasi', 'shopee', 'sy', 'ga', 'prlu', 'lg', 'blnja', 'kluar', 'tinggl', 'psen', 'cod', 'brg', 'dtg', 'krmh', 'alhmdlh', 'adanya', 'shope', 'sgl', 'kbutuhan', 'sll', 'tratasi', 'smg', 'kdpnya', 'shopee', 'akan', 'lbh', 'baik', 'lagi']","['alhmdlh', 'blnja', 'tinggl', 'alhmdlh', 'sgl', 'kbutuhan', 'tratasi', 'kdpnya']","['alhmdlh', 'blnja', 'tinggl', 'alhmdlh', 'sgl', 'kbutuhan', 'tratasi', 'kdpnya']",alhmdlh blnja tinggl alhmdlh sgl kbutuhan tratasi kdpnya,neutral,0.9893727898597717
4,2025 09 11 22 11 14,gabisa cod,"['gabisa', 'cod']",[],[],,ERROR,0.0
5,2025 09 11 21 20 50,aplikasi yang sangat menarik dan banyak promo dan pembelian bisa cod dan gratis ongkir pula good joob,"['aplikasi', 'yang', 'sangat', 'menarik', 'dan', 'banyak', 'promo', 'dan', 'pembelian', 'bisa', 'cod', 'dan', 'gratis', 'ongkir', 'pula', 'good', 'joob']","['menarik', 'pembelian', 'joob']","['tarik', 'beli', 'joob']",tarik beli joob,positive,0.9960441589355469
5,2025 09 11 19 40 57,shopee good sayang ngasih kredit pay leternya nanggung jadi harus double dengan cod,"['shopee', 'good', 'sayang', 'ngasih', 'kredit', 'pay', 'leternya', 'nanggung', 'jadi', 'harus', 'double', 'dengan', 'cod']","['leternya', 'nanggung']","['leter', 'nanggung']",leter nanggung,neutral,0.9425042271614075
3,2025 09 11 19 26 24,ngak bisa cod dan ngak datang sampai tujuan,"['ngak', 'bisa', 'cod', 'dan', 'ngak', 'datang', 'sampai', 'tujuan']",['tujuan'],['tuju'],tuju,positive,0.9926334023475647
5,2025 09 11 18 32 54,aplikasi bagus cmn cod nya di batasi,"['aplikasi', 'bagus', 'cmn', 'cod', 'nya', 'di', 'batasi']",['batasi'],['batas'],batas,positive,0.9966915845870972
5,2025 09 11 18 21 37,sangat membantu dalam hal berbelanja sedikit pertanyaan apakah layanan cod ke ntt bermasalah,"['sangat', 'membantu', 'dalam', 'hal', 'berbelanja', 'sedikit', 'pertanyaan', 'apakah', 'layanan', 'cod', 'ke', 'ntt', 'bermasalah']","['membantu', 'berbelanja', 'bermasalah']","['bantu', 'belanja', 'masalah']",bantu belanja masalah,negative,0.9865139126777649
1,2025 09 11 18 02 44,aplikasi ini bagus dan saya terus chekout barang disini semenjak akhir ini metode cod nya gabisa nyala di bagian papua padahal gapernah retur barang satu pun semua di hp teman keluarga saya gabisa metode cod di setiap toko atau seler yg beda metode cod nya ga aktif tolong di aktifkan mind,"['aplikasi', 'ini', 'bagus', 'dan', 'saya', 'terus', 'chekout', 'barang', 'disini', 'semenjak', 'akhir', 'ini', 'metode', 'cod', 'nya', 'gabisa', 'nyala', 'di', 'bagian', 'papua', 'padahal', 'gapernah', 'retur', 'barang', 'satu', 'pun', 'semua', 'di', 'hp', 'teman', 'keluarga', 'saya', 'gabisa', 'metode', 'cod', 'di', 'setiap', 'toko', 'atau', 'seler', 'yg', 'beda', 'metode', 'cod', 'nya', 'ga', 'aktif', 'tolong', 'di', 'aktifkan', 'mind']","['keluarga', 'aktifkan']","['keluarga', 'aktif']",keluarga aktif,positive,0.9943088889122009
3,2025 09 11 17 37 21,kenapa cod cek dulu di non aktifkan dari fitur shoope saya bisakah fitur shoope saya diaktifkan sistem cod cek dulu,"['kenapa', 'cod', 'cek', 'dulu', 'di', 'non', 'aktifkan', 'dari', 'fitur', 'shoope', 'saya', 'bisakah', 'fitur', 'shoope', 'saya', 'diaktifkan', 'sistem', 'cod', 'cek', 'dulu']","['aktifkan', 'diaktifkan']","['aktif', 'aktif']",aktif aktif,neutral,0.6263000965118408
3,2025 09 11 17 06 31,kak saya mau tanya saya pakai qris shoppe pay later untuk berhutang namun ko kode barcode qris gopay ga bisa untuk bayar ya dan juga pembayaran milik toko qris shoppe,"['kak', 'saya', 'mau', 'tanya', 'saya', 'pakai', 'qris', 'shoppe', 'pay', 'later', 'untuk', 'berhutang', 'namun', 'ko', 'kode', 'barcode', 'qris', 'gopay', 'ga', 'bisa', 'untuk', 'bayar', 'ya', 'dan', 'juga', 'pembayaran', 'milik', 'toko', 'qris', 'shoppe']","['shoppe', 'berhutang', 'gopay', 'shoppe']","['shoppe', 'hutang', 'gopay', 'shoppe']",shoppe hutang gopay shoppe,negative,0.5577601790428162
1,2025 09 11 15 19 14,pesanan saya di persulit untuk pengiriman nya mungkin barang mahal kali giliran yang cod kemarin gercep parah untuk nomor kurir nya di adakan kak susah buat ngehubungin kurir,"['pesanan', 'saya', 'di', 'persulit', 'untuk', 'pengiriman', 'nya', 'mungkin', 'barang', 'mahal', 'kali', 'giliran', 'yang', 'cod', 'kemarin', 'gercep', 'parah', 'untuk', 'nomor', 'kurir', 'nya', 'di', 'adakan', 'kak', 'susah', 'buat', 'ngehubungin', 'kurir']","['persulit', 'giliran']","['sulit', 'gilir']",sulit gilir,negative,0.9990629553794861
5,2025 09 11 12 39 17,shoope adalah shopping online blnja online yg bisa mngatasi belanja dalam keramaian di luar dg blnja online barang sampai di tempat tujuan alamat mksih shoope dn banyak discont dan barang cod yg mumer,"['shoope', 'adalah', 'shopping', 'online', 'blnja', 'online', 'yg', 'bisa', 'mngatasi', 'belanja', 'dalam', 'keramaian', 'di', 'luar', 'dg', 'blnja', 'online', 'barang', 'sampai', 'di', 'tempat', 'tujuan', 'alamat', 'mksih', 'shoope', 'dn', 'banyak', 'discont', 'dan', 'barang', 'cod', 'yg', 'mumer']","['blnja', 'mngatasi', 'belanja', 'keramaian', 'blnja', 'tujuan', 'mumer']","['blnja', 'mngatasi', 'belanja', 'ramai', 'blnja', 'tuju', 'mumer']",blnja mngatasi belanja ramai blnja tuju mumer,neutral,0.7548565864562988
5,2025 09 11 12 16 47,sekarang banyak grts ongkir sm bisa cod tiap produk is the best lah,"['sekarang', 'banyak', 'grts', 'ongkir', 'sm', 'bisa', 'cod', 'tiap', 'produk', 'is', 'the', 'best', 'lah']",[],[],,ERROR,0.0
5,2025 09 11 09 48 20,saya ingin membuat pesanan tapi cod saya tidak aktif mohon info agar di aktifkan kembali,"['saya', 'ingin', 'membuat', 'pesanan', 'tapi', 'cod', 'saya', 'tidak', 'aktif', 'mohon', 'info', 'agar', 'di', 'aktifkan', 'kembali']","['info', 'aktifkan']","['info', 'aktif']",info aktif,neutral,0.9947028756141663
1,2025 09 11 09 37 00,kok ga bisa mesan cod lagi kan saya ga pernah cancel barang dan knp promonya gabisa di pake padahal belum kadaluarsa,"['kok', 'ga', 'bisa', 'mesan', 'cod', 'lagi', 'kan', 'saya', 'ga', 'pernah', 'cancel', 'barang', 'dan', 'knp', 'promonya', 'gabisa', 'di', 'pake', 'padahal', 'belum', 'kadaluarsa']",['kadaluarsa'],['kadaluarsa'],kadaluarsa,negative,0.9863651990890503
5,2025 09 11 06 06 22,tolong saya co terus semoga rezeki lancar dan ada terus buat bayar cod,"['tolong', 'saya', 'co', 'terus', 'semoga', 'rezeki', 'lancar', 'dan', 'ada', 'terus', 'buat', 'bayar', 'cod']",['rezeki'],['rezeki'],rezeki,positive,0.9986359477043152
5,2025 09 11 02 49 47,sangat membantu sekali apk ini untuk masyarakat terpencil juga bisa cod mantappppp semoga kedepan nya lebih keren lagi,"['sangat', 'membantu', 'sekali', 'apk', 'ini', 'untuk', 'masyarakat', 'terpencil', 'juga', 'bisa', 'cod', 'mantappppp', 'semoga', 'kedepan', 'nya', 'lebih', 'keren', 'lagi']","['membantu', 'terpencil', 'kedepan']","['bantu', 'pencil', 'depan']",bantu pencil depan,negative,0.7722814083099365
5,2025 09 11 00 34 28,tidak bisa cod,"['tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 09 10 22 40 56,pendaftaran akun harus pakai ktp supaya tidak ada lagi orderan palsu dan pembayaran cod saya minta tolong dihilangkan,"['pendaftaran', 'akun', 'harus', 'pakai', 'ktp', 'supaya', 'tidak', 'ada', 'lagi', 'orderan', 'palsu', 'dan', 'pembayaran', 'cod', 'saya', 'minta', 'tolong', 'dihilangkan']","['pendaftaran', 'orderan', 'dihilangkan']","['daftar', 'order', 'hilang']",daftar order hilang,neutral,0.9549185633659363
5,2025 09 10 20 14 32,sayang fitur cod di nonaktifkan smga cepat disaktfkan kembali trmakasih,"['sayang', 'fitur', 'cod', 'di', 'nonaktifkan', 'smga', 'cepat', 'disaktfkan', 'kembali', 'trmakasih']","['nonaktifkan', 'trmakasih']","['nonaktif', 'trmakasih']",nonaktif trmakasih,positive,0.9783450365066528
1,2025 09 10 19 33 19,sekarang tidak bisa pake shopee karena fitur cod di hapus bisa gk sih kembalikan fitur cod nya,"['sekarang', 'tidak', 'bisa', 'pake', 'shopee', 'karena', 'fitur', 'cod', 'di', 'hapus', 'bisa', 'gk', 'sih', 'kembalikan', 'fitur', 'cod', 'nya']",['kembalikan'],['kembali'],kembali,positive,0.9713572263717651
5,2025 09 10 19 15 39,tidak bisa cod,"['tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
4,2025 09 10 19 12 58,buat lebih baik pelayanan cod,"['buat', 'lebih', 'baik', 'pelayanan', 'cod']",['pelayanan'],['layan'],layan,positive,0.9965102076530457
1,2025 09 10 18 50 44,apk koyo tempek kabeh barang raiso cod,"['apk', 'koyo', 'tempek', 'kabeh', 'barang', 'raiso', 'cod']","['koyo', 'tempek', 'kabeh', 'raiso']","['koyo', 'tempek', 'kabeh', 'raiso']",koyo tempek kabeh raiso,positive,0.978717565536499
5,2025 09 10 16 18 47,kenapa shoopee sya tiba tidak ada yg bisa cod,"['kenapa', 'shoopee', 'sya', 'tiba', 'tidak', 'ada', 'yg', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 09 10 15 19 35,saya senang belanja di shopee karna bisa cod cek dulu mantap,"['saya', 'senang', 'belanja', 'di', 'shopee', 'karna', 'bisa', 'cod', 'cek', 'dulu', 'mantap']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 09 10 13 31 42,kalo lewat shoppe kita bisa cod cek dulu jd lebih aman dan lebih murah,"['kalo', 'lewat', 'shoppe', 'kita', 'bisa', 'cod', 'cek', 'dulu', 'jd', 'lebih', 'aman', 'dan', 'lebih', 'murah']",['shoppe'],['shoppe'],shoppe,positive,0.9924144148826599
5,2025 09 10 13 00 52,banyak yang bisa cod barang sesuai,"['banyak', 'yang', 'bisa', 'cod', 'barang', 'sesuai']",[],[],,ERROR,0.0
5,2025 09 10 12 30 16,pas nya semua orderan model cod cek di tempat cocok sesuai jadi,"['pas', 'nya', 'semua', 'orderan', 'model', 'cod', 'cek', 'di', 'tempat', 'cocok', 'sesuai', 'jadi']",['orderan'],['order'],order,negative,0.7956511974334717
2,2025 09 10 08 20 06,padahal suka sekali belanja di shopee tapi sekarang sudah gak bisa pake cod lagi jadi males belanja di shopee,"['padahal', 'suka', 'sekali', 'belanja', 'di', 'shopee', 'tapi', 'sekarang', 'sudah', 'gak', 'bisa', 'pake', 'cod', 'lagi', 'jadi', 'males', 'belanja', 'di', 'shopee']","['belanja', 'belanja']","['belanja', 'belanja']",belanja belanja,positive,0.9980645775794983
3,2025 09 10 06 42 38,kenapa sih udah dua bulan engga bisa pakai fitur cod katanya bisa jadi karna membatalkan pesanan padahal cuman satu kali batalkan pesanan waktu itu makin manja banget shopee nya,"['kenapa', 'sih', 'udah', 'dua', 'bulan', 'engga', 'bisa', 'pakai', 'fitur', 'cod', 'katanya', 'bisa', 'jadi', 'karna', 'membatalkan', 'pesanan', 'padahal', 'cuman', 'satu', 'kali', 'batalkan', 'pesanan', 'waktu', 'itu', 'makin', 'manja', 'banget', 'shopee', 'nya']",['membatalkan'],['batal'],batal,negative,0.999325156211853
1,2025 09 10 06 22 59,hapus fitur cod,"['hapus', 'fitur', 'cod']",[],[],,ERROR,0.0
1,2025 09 10 01 53 06,tolongg kasi bisa cod,"['tolongg', 'kasi', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 09 10 01 44 11,udah langganan dan lancar pakai beberapa sistem cod spaylater dan spinjam setelah lunas semuanya kok gak bisa di pakai lagi tolong di perbaiki,"['udah', 'langganan', 'dan', 'lancar', 'pakai', 'beberapa', 'sistem', 'cod', 'spaylater', 'dan', 'spinjam', 'setelah', 'lunas', 'semuanya', 'kok', 'gak', 'bisa', 'di', 'pakai', 'lagi', 'tolong', 'di', 'perbaiki']",['langganan'],['langgan'],langgan,positive,0.9955784678459167
1,2025 09 10 00 53 18,knp sopee saya gda buat cod,"['knp', 'sopee', 'saya', 'gda', 'buat', 'cod']",['sopee'],['sopee'],sopee,positive,0.9789068102836609
3,2025 09 09 21 51 05,makin lama ga bisa cod,"['makin', 'lama', 'ga', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 09 09 20 50 47,tidak bisa cod pembayaran di tempat,"['tidak', 'bisa', 'cod', 'pembayaran', 'di', 'tempat']",[],[],,ERROR,0.0
5,2025 09 09 20 22 23,sayang nya akun aku klw retor barang yg rusak ko tetap d anggap melanggar aturan sih padahal udah cod cek dulu dan ketahui oleh kurir,"['sayang', 'nya', 'akun', 'aku', 'klw', 'retor', 'barang', 'yg', 'rusak', 'ko', 'tetap', 'd', 'anggap', 'melanggar', 'aturan', 'sih', 'padahal', 'udah', 'cod', 'cek', 'dulu', 'dan', 'ketahui', 'oleh', 'kurir']","['retor', 'd', 'anggap', 'melanggar', 'aturan', 'ketahui']","['retor', 'd', 'anggap', 'langgar', 'atur', 'tahu']",retor d anggap langgar atur tahu,neutral,0.7869389057159424
1,2025 09 09 19 34 20,udah gk bisa cod lagi kesel,"['udah', 'gk', 'bisa', 'cod', 'lagi', 'kesel']",[],[],,ERROR,0.0
5,2025 09 09 18 17 03,suka sekali apalagi klo pas promo ongkir murah klo bisa aktifin kembali cod daerah indonesia timur,"['suka', 'sekali', 'apalagi', 'klo', 'pas', 'promo', 'ongkir', 'murah', 'klo', 'bisa', 'aktifin', 'kembali', 'cod', 'daerah', 'indonesia', 'timur']",[],[],,ERROR,0.0
2,2025 09 09 16 19 02,untuk mitra shopee tolong lah di pertimbangkan teruntuk cod masak mahalan ongkos cod dari padah barang yg kita pesen,"['untuk', 'mitra', 'shopee', 'tolong', 'lah', 'di', 'pertimbangkan', 'teruntuk', 'cod', 'masak', 'mahalan', 'ongkos', 'cod', 'dari', 'padah', 'barang', 'yg', 'kita', 'pesen']","['pertimbangkan', 'teruntuk', 'mahalan', 'pesen']","['timbang', 'untuk', 'mahal', 'sen']",timbang untuk mahal sen,negative,0.9784854054450989
2,2025 09 09 16 02 53,saya turunkan jadi dua bintang di karenakan system cod tidak bisa di gabung dengan voucher tersebut karena potensi kami hanya ingin keringanan dalam voucher tsb maka dari itu tolong kombinasikan antara voucher dan sistem cod agar ramah,"['saya', 'turunkan', 'jadi', 'dua', 'bintang', 'di', 'karenakan', 'system', 'cod', 'tidak', 'bisa', 'di', 'gabung', 'dengan', 'voucher', 'tersebut', 'karena', 'potensi', 'kami', 'hanya', 'ingin', 'keringanan', 'dalam', 'voucher', 'tsb', 'maka', 'dari', 'itu', 'tolong', 'kombinasikan', 'antara', 'voucher', 'dan', 'sistem', 'cod', 'agar', 'ramah']","['turunkan', 'bintang', 'karenakan', 'potensi', 'keringanan', 'kombinasikan', 'ramah']","['turun', 'bintang', 'karena', 'potensi', 'ringan', 'kombinasi', 'ramah']",turun bintang karena potensi ringan kombinasi ramah,positive,0.9831647276878357
4,2025 09 09 15 22 15,kok aku gak bisa cod ya,"['kok', 'aku', 'gak', 'bisa', 'cod', 'ya']",[],[],,ERROR,0.0
5,2025 09 09 13 00 34,dear shopee kalo paket cod tolong cantumkan harga di resi ya,"['dear', 'shopee', 'kalo', 'paket', 'cod', 'tolong', 'cantumkan', 'harga', 'di', 'resi', 'ya']",['cantumkan'],['cantum'],cantum,positive,0.6620626449584961
5,2025 09 09 12 10 49,cukup bintang yg berbicara sangat membantu saya dalam berbelanja dan memenuhi semua kebutuhan yg saya butuhkan dan yg serunya cod cek dulu makasih shoopey kiranya makin hari makin diberkati,"['cukup', 'bintang', 'yg', 'berbicara', 'sangat', 'membantu', 'saya', 'dalam', 'berbelanja', 'dan', 'memenuhi', 'semua', 'kebutuhan', 'yg', 'saya', 'butuhkan', 'dan', 'yg', 'serunya', 'cod', 'cek', 'dulu', 'makasih', 'shoopey', 'kiranya', 'makin', 'hari', 'makin', 'diberkati']","['bintang', 'berbicara', 'membantu', 'berbelanja', 'memenuhi', 'kebutuhan', 'butuhkan', 'serunya', 'shoopey', 'diberkati']","['bintang', 'bicara', 'bantu', 'belanja', 'penuh', 'butuh', 'butuh', 'seru', 'shoopey', 'kati']",bintang bicara bantu belanja penuh butuh butuh seru shoopey kati,neutral,0.8495166301727295
5,2025 09 09 12 05 24,memudahkan pengguna untuk melakukan pengiriman bisa cek dulu cod,"['memudahkan', 'pengguna', 'untuk', 'melakukan', 'pengiriman', 'bisa', 'cek', 'dulu', 'cod']",['memudahkan'],['mudah'],mudah,positive,0.9982861876487732
5,2025 09 09 11 16 16,mohon fitur cod nya di kembaliin,"['mohon', 'fitur', 'cod', 'nya', 'di', 'kembaliin']",['kembaliin'],['kembaliin'],kembaliin,positive,0.9034971594810486
2,2025 09 09 10 15 27,no kontak kurir gak ada kurir gak jelas kurang sopan rata kurir yg ada di shope apalagi buat pesanan yang sudah di bayar di apk bukan cod asli kecewa sama kurir shope gak ada yang bagus untuk wilayah saya kemungkinan kurir tembak bukan asli,"['no', 'kontak', 'kurir', 'gak', 'ada', 'kurir', 'gak', 'jelas', 'kurang', 'sopan', 'rata', 'kurir', 'yg', 'ada', 'di', 'shope', 'apalagi', 'buat', 'pesanan', 'yang', 'sudah', 'di', 'bayar', 'di', 'apk', 'bukan', 'cod', 'asli', 'kecewa', 'sama', 'kurir', 'shope', 'gak', 'ada', 'yang', 'bagus', 'untuk', 'wilayah', 'saya', 'kemungkinan', 'kurir', 'tembak', 'bukan', 'asli']",['tembak'],['tembak'],tembak,positive,0.8761197328567505
5,2025 09 09 10 02 45,alhamdulillah sampai skrng msh aman sja tp knapa fitur cod sya hilang sya gk pernah kensel atau nolak brang tlng pulih kn kmbli cod sya y,"['alhamdulillah', 'sampai', 'skrng', 'msh', 'aman', 'sja', 'tp', 'knapa', 'fitur', 'cod', 'sya', 'hilang', 'sya', 'gk', 'pernah', 'kensel', 'atau', 'nolak', 'brang', 'tlng', 'pulih', 'kn', 'kmbli', 'cod', 'sya', 'y']",[],[],,ERROR,0.0
4,2025 09 09 09 46 54,menurut saya semua brg bisa cod ya supaya org tdk rgu untuk mmbeli,"['menurut', 'saya', 'semua', 'brg', 'bisa', 'cod', 'ya', 'supaya', 'org', 'tdk', 'rgu', 'untuk', 'mmbeli']","['rgu', 'mmbeli']","['rgu', 'mmbeli']",rgu mmbeli,negative,0.9939855933189392
5,2025 09 09 08 49 01,aku suka aplikasi shopee bisa cod cek dulu gratis ongkir lagi,"['aku', 'suka', 'aplikasi', 'shopee', 'bisa', 'cod', 'cek', 'dulu', 'gratis', 'ongkir', 'lagi']",[],[],,ERROR,0.0
3,2025 09 09 08 31 51,aku g bsa cod lgi gara kurirnya g mau nganter sdikit jauh jdi dia gagalkn sendiri eh tau nya sekrng g bsa cod lgi,"['aku', 'g', 'bsa', 'cod', 'lgi', 'gara', 'kurirnya', 'g', 'mau', 'nganter', 'sdikit', 'jauh', 'jdi', 'dia', 'gagalkn', 'sendiri', 'eh', 'tau', 'nya', 'sekrng', 'g', 'bsa', 'cod', 'lgi']",['kurirnya'],['kurir'],kurir,negative,0.48020797967910767
1,2025 09 09 06 25 59,ribet banget tidak bisa cod,"['ribet', 'banget', 'tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 09 09 05 07 19,tidak bisa cod alamat anda tidak mendukung metode cod padahal selama ini normal saja apakah pihak shoppe tidak mengaktifkan metode cod,"['tidak', 'bisa', 'cod', 'alamat', 'anda', 'tidak', 'mendukung', 'metode', 'cod', 'padahal', 'selama', 'ini', 'normal', 'saja', 'apakah', 'pihak', 'shoppe', 'tidak', 'mengaktifkan', 'metode', 'cod']","['mendukung', 'shoppe', 'mengaktifkan']","['dukung', 'shoppe', 'aktif']",dukung shoppe aktif,positive,0.9984205961227417
5,2025 09 09 04 00 42,sudah gk bisa cod lagi,"['sudah', 'gk', 'bisa', 'cod', 'lagi']",[],[],,ERROR,0.0
4,2025 09 09 01 10 02,suka belanja disnii tapiii karena adanya fitur blokir cod itu yang membuat susah untuk co apalagi kita yang tinggal dikampung yang jauh dari kota akun saya di blokir cod nya tanpa tau apa kesalahan yang saya perbuat karena selama ini paket saya selalu sampai tujuan dimohon kepada pihak shopee masukan dari saya sebagai pengguna minimal pemblokiran itu dilakukan paling lama seminggu aja jangan selama nya itu yang membuat pengguna malas untuk berbelanja di aplikasi,"['suka', 'belanja', 'disnii', 'tapiii', 'karena', 'adanya', 'fitur', 'blokir', 'cod', 'itu', 'yang', 'membuat', 'susah', 'untuk', 'co', 'apalagi', 'kita', 'yang', 'tinggal', 'dikampung', 'yang', 'jauh', 'dari', 'kota', 'akun', 'saya', 'di', 'blokir', 'cod', 'nya', 'tanpa', 'tau', 'apa', 'kesalahan', 'yang', 'saya', 'perbuat', 'karena', 'selama', 'ini', 'paket', 'saya', 'selalu', 'sampai', 'tujuan', 'dimohon', 'kepada', 'pihak', 'shopee', 'masukan', 'dari', 'saya', 'sebagai', 'pengguna', 'minimal', 'pemblokiran', 'itu', 'dilakukan', 'paling', 'lama', 'seminggu', 'aja', 'jangan', 'selama', 'nya', 'itu', 'yang', 'membuat', 'pengguna', 'malas', 'untuk', 'berbelanja', 'di', 'aplikasi']","['belanja', 'tapiii', 'blokir', 'dikampung', 'blokir', 'kesalahan', 'perbuat', 'tujuan', 'dimohon', 'masukan', 'pemblokiran', 'seminggu', 'berbelanja']","['belanja', 'tapiii', 'blokir', 'kampung', 'blokir', 'salah', 'buat', 'tuju', 'mohon', 'masuk', 'blokir', 'minggu', 'belanja']",belanja tapiii blokir kampung blokir salah buat tuju mohon masuk blokir minggu belanja,neutral,0.9985570311546326
